IP,Q3.7,air.content,recycling.content,V10,air.content.coder2,recycling.content.coder2
85.130.138.60,"נחל הקישון ובכלל נחלים מזוהמים וים מזוהם.  / בנוסף, אוויר מזוהם ממפעלי מפרץ חיפה",1,0,1,,
176.228.213.125,פסולת בניין והר הזבל ליד הים,0,0,1,,
5.29.239.199,,0,0,1,,
213.57.208.131,הרבה זבל במקום של הזבל של דברים גדולים,0,0,1,,
37.142.160.16,,0,0,1,,
141.226.88.218,,0,0,1,,
2.55.5.113,נקיון,0,0,1,,
31.210.186.118,רחובות מלוכלכים,0,0,1,,
37.26.148.204,ליכלוך. בזבוז מים,0,0,1,,
37.142.186.100,,0,0,1,,
37.142.161.240,טובה,0,0,1,,
84.229.78.24,,0,0,1,,
84.94.169.77,זיהום אוויר ,1,0,1,,
37.26.146.213,לא עולה לראש בנתיים,0,0,1,,
77.126.31.195,,0,0,1,,
2.53.4.188,,0,0,1,,
77.127.123.252,פשיעה ,0,0,1,,
37.26.146.146,זיהום אוויר,1,0,1,,
109.67.49.140,,0,0,1,,
77.138.156.128,,0,0,1,,
109.67.142.201,לכלוך ורעש,0,0,1,,
77.127.83.127,ניקיון בעיר,0,0,1,,
2.53.159.25,,0,0,1,,
2.53.190.188,בעיה של מכוניות - הרבה מאוד זיהום סביבתי ,0,0,1,,
109.67.50.218,*אסדת נפט מתוכננת בחוף הכרמל / *זיהום אוויר וחומרים מסוכנים במפרץ,1,0,1,,
85.130.235.1,זיהום אוויר,1,0,1,,
213.57.70.138,קרינה,0,0,1,,
77.126.117.53,הזנחת בתים וגינות ציבוריות בפריפריה,0,0,1,,
79.177.47.247,,0,0,1,,
176.12.205.90,,0,0,1,,
79.182.84.94,זיהום אוויר.,1,0,1,,
109.65.137.110,"זיהום אוויר, זיהום רעש ומחסור בריאות ירוקות כתוצאה מבניה מסיבית ולא אחראית.",1,0,1,,
46.117.122.29,זיהום אויר / פקקים,1,0,1,,
37.142.167.134,אוכלוסיה,0,0,1,,
89.138.152.77,,0,0,1,,
87.69.139.99,,0,0,1,,
5.102.215.10,,0,0,1,,
176.13.19.28,,0,0,1,,
80.246.136.57,,0,0,1,,
80.246.133.37,,0,0,1,,
82.81.226.202,,0,0,1,,
79.180.113.140,ריחות מהמפעלים באיזור,0,0,1,,
46.19.86.58,,0,0,1,,
77.139.249.121,אין יותר מדי ירוק בנופים ואין צבע בדשאות. / וטיפה אנשים מעצבנים שמתעצלים להרים את הפסולת שלהם.,0,0,1,,
77.127.174.246,,0,0,1,,
2.55.43.83,ריח,0,0,1,,
152.23.186.116,בתי זיקוק,1,0,1,,
2.53.17.144,זיהום אויר,1,0,1,,
85.65.164.20,,0,0,1,,
31.168.92.45,,0,0,1,,
31.210.182.83,לא ידוע לי ,0,0,1,,
147.236.34.16,,0,0,1,,
37.142.163.49,,0,0,1,,
82.166.144.142,,0,0,1,,
185.32.179.242,,0,0,1,,
109.186.104.71,בתי הזיקוק ומיכלי האמוניה,1,0,1,,
147.235.236.1,,0,0,1,,
176.12.192.175,זיהום אויר,1,0,1,,
84.229.140.202,אגני החימצון,0,0,1,,
82.166.29.102,,0,0,1,,
2.55.166.172,,0,0,1,,
80.246.136.184,בניינים ישנים הרבה ליכלוך,0,0,1,,
80.246.139.80,,0,0,1,,
185.120.124.198,זיהום  אויר,1,0,1,,
109.65.119.118,,0,0,1,,
37.142.4.124,,0,0,1,,
79.179.9.25,,0,0,1,,
213.57.245.44,,0,0,1,,
77.127.86.54,זיהום אוויר,1,0,1,,
192.118.30.102,"אקלים, מים",0,0,1,,
109.66.138.134,,0,0,1,,
46.117.255.236,ריחות ביוב וכן קרינה של עמודי חשמל ,0,0,1,,
84.108.119.165,בזן והמפעלים הפטרוכימיים ,1,0,1,,
84.108.157.87,,0,0,1,,
77.126.136.114,זיהום אוויר,1,0,1,,
46.117.215.100,,0,0,1,,
89.139.188.223,"זכויות מיעוט, בדגש על הקהילה הגאה",0,0,1,,
213.8.204.72,,0,0,1,,
2.53.139.184,זיהום אוויר,1,0,1,,
85.250.175.46,עניין של מפעלים כימיקליים וזיהום הסביבתי עקב כך ומחלות סרטן באיזור אצל ילדים ומבוגרים,1,0,1,,
46.121.246.82,"בנייה ליד חוף. ""לוקחים לנו את החוף""",0,0,1,,
5.29.208.184,,0,0,1,,
77.138.95.88,בתי זיקוק,1,0,1,,
176.13.3.132,,0,0,1,,
176.13.12.254,תשתיות,0,0,1,,
213.57.201.201,,0,0,1,,
31.154.81.10,,0,0,1,,
141.226.173.52,זיהום אוויר,1,0,1,,
2.53.190.11,,0,0,1,,
2.53.7.215,ניקוז גשמים,0,0,1,,
2.55.133.200,,0,0,1,,
2.55.165.242,אנשים חולי נפש,0,0,1,,
37.142.80.184,,0,0,1,,
185.46.77.15,בתי הזיקוק,1,0,1,,
46.19.86.18,,0,0,1,,
141.226.88.47,,0,0,1,,
176.12.148.183,,0,0,1,,
193.108.195.249,כבישים תקולים,0,0,1,,
84.229.34.175,הזיהום מבתי הזיקוק ואיזור התעשייה במפרץ / כמו כן היעדר יוזמה של עירי  חיפה והקריות בכל הקשור לנקיון הסביבתי בכל איזור חיפה והמפרץ והקריות,1,0,1,,
213.57.32.58,זיהום איור,1,0,1,,
5.102.254.236,"פסולת וזיהום בעיקר במרכז העיר,באיזור השוק.",0,0,1,,
207.232.18.210,לא מספיק בקיא בנושא,0,0,1,,
87.69.55.159,,0,0,1,,
2.53.9.29,,0,0,1,,
37.142.163.200,,0,0,1,,
37.142.161.253,,0,0,1,,
109.64.107.136,מיכלי אמוניה ובתי זיקוק,1,0,1,,
2.53.149.178,,0,0,1,,
79.179.105.67,"פסולת, זיהום תעשייתי וכלי רכב",0,0,1,,
89.237.83.254,,0,0,1,,
217.132.99.253,,0,0,1,,
2.53.180.177,זיהום חופים,0,0,1,,
77.139.225.122,זיהום אוויר / לכלוך,1,0,1,,
176.228.50.89,,0,0,1,,
144.160.226.92,עומסי תנועה הגורמים לזיהום אויר,1,0,1,,
84.229.11.115,m,0,0,1,,
82.81.203.6,חניות תחבורה ציבורית אני מדבר ספציפית על נווה חוף בראשון,0,0,1,,
80.246.139.12,זיהום אוויר,1,0,1,,
5.102.253.154,זיהום האוויר בעיר,1,0,1,,
2.53.140.113,כל התעשייה הכימית באזור,0,0,1,,
46.120.19.126,בסדר,0,0,1,,
46.19.86.12,,0,0,1,,
223.24.176.198,פקקי תנועה,0,0,1,,
37.142.0.175,יש הרבה,0,0,1,,
79.178.164.129,,0,0,1,,
77.127.103.121,,0,0,1,,
5.29.162.157,,0,0,1,,
37.142.7.66,,0,0,1,,
77.125.43.207,,0,0,1,,
79.180.134.39,לא יודעת,0,0,1,,
176.12.176.185,בזן,1,0,1,,
2.53.151.170,,0,0,1,,
2.53.57.165,,0,0,1,,
213.151.49.63,,0,0,1,,
141.226.232.56,"לא משהו קיצוני,אולי טיפה בעיות ניקוז בימים של גשם",0,0,1,,
93.172.196.88,חוסר שימור שמורות טבע והימים,0,0,1,,
46.19.86.17,מקורות מים עומדים / סביבה לא נקייה / ישנם עדיין כבישים לא תקינין,0,0,1,,
79.178.114.175,,0,0,1,,
46.19.86.82,,0,0,1,,
176.12.187.137,,0,0,1,,
37.46.38.130,,0,0,1,,
185.149.255.212,יש מקום לשיפור ,0,0,1,,
217.132.17.144,,0,0,1,,
185.46.76.11,זיהום אויר,1,0,1,,
77.126.117.252,,0,0,1,,
5.29.56.192,מצוקי הים,0,0,1,,
141.226.88.213,,0,0,1,,
176.228.41.87,זיהום אוויר,1,0,1,,
89.139.216.124,"צואת כלבים במדרכה, ריבוי ציפורים מזיקות- צואה, רעש, תקיפות.",0,0,1,,
176.12.150.122,היעדר פתרונות הסעת המונים,0,0,1,,
46.116.68.33,זיהום אוויר,1,0,1,,
188.120.148.198,,0,0,1,,
37.142.81.66,חוסר ריאות ירוקות וסביבה לא נקייה,0,0,1,,
79.182.159.131,"ניקיון הרחוב, שתילת צמחים ברחוב.",0,0,1,,
2.55.181.110,,0,0,1,,
213.57.200.23,,0,0,1,,
81.218.125.157,,0,0,1,,
79.180.138.197,,0,0,1,,
213.8.204.27,"התשתיות, הרבה ליכלוך אם יש גשם הכל מוצף / כמובן זיהום האוויר",1,0,1,,
37.26.148.145,המפעלים המזהמים באזור הקריות,1,0,1,,
84.108.227.58,"רעש, אשפה ומחזור",0,0,1,,
31.44.129.32,תחבורה ציבורית לא טובה וכל הזמן יש ברחוב ריח של זבל והמון יתושים,0,0,1,,
93.172.117.93,טובה,0,0,1,,
109.186.110.203,,0,0,1,,
93.172.21.28,,0,0,1,,
77.138.143.116,זיהום אוויר,1,0,1,,
79.183.23.169,,0,0,1,,
95.86.122.119,"היעדר מחזור פסולת רטובה, היעדר ריאות ירוקות",0,0,1,,
185.120.126.168,,0,0,1,,
79.176.6.142,זיהום אויר,1,0,1,,
83.130.171.166,"מצוקת חניה, בניה מרובה",0,0,1,,
77.127.138.102,,0,0,1,,
85.64.134.165,זיהום אוויר / בתי הזיקוק,1,0,1,,
2.53.43.132,,0,0,1,,
95.86.98.147,,0,0,1,,
46.116.11.151,ריחות,0,0,1,,
89.138.21.195,אשפה ברחוב,0,0,1,,
5.102.198.79,,0,0,1,,
77.125.78.50,זיהום,0,0,1,,
85.64.70.50,,0,0,1,,
77.138.92.15,לא יודע,0,0,1,,
80.246.130.220,,0,0,1,,
77.125.39.139,,0,0,1,,
79.180.50.59,,0,0,1,,
77.138.87.125,אין,0,0,1,,
89.138.162.76,,0,0,1,,
2.53.178.34,צפיפות,0,0,1,,
89.139.167.213,פסולת זיהומית ממפעלים,0,0,1,,
141.226.218.30,,0,0,1,,
93.173.7.82,פקקים,0,0,1,,
185.46.77.46,,0,0,1,,
79.177.6.215,יוקר מחייה,0,0,1,,
77.138.138.169,,0,0,1,,
79.180.50.59,עשן / אבק / פוליטיקאים מושחתים,0,0,1,,
176.231.98.154,,0,0,1,,
46.120.63.54,,0,0,1,,
213.57.105.204,זיהום אוויר,1,0,1,,
37.26.146.203,,0,0,1,,
77.139.104.184,לדעתי הבעיה הסביבתית המטרידה ביותר באזור מגוריי שכל האזור מלוכלך בניירות וכל מייני דברים כאלה.,0,0,1,,
89.139.192.133,,0,0,1,,
79.176.14.133,תחבורה ציבורית לא יעילה,0,0,1,,
46.19.86.73,,0,0,1,,
76.9.197.6,הפרדת פסולת וסילוק גזם ,0,0,1,,
141.226.88.154,זיהום אויר,1,0,1,,
109.67.15.84,,0,0,1,,
77.138.76.229,,0,0,1,,
93.172.41.110,,0,0,1,,
217.132.11.253,,0,0,1,,
89.139.208.22,"מצב הכבישים, זיהום האוויר, מכל האמוניה",1,0,1,,
109.186.57.182,זיהום אוויר ממפעלים באזור התעשיה,1,0,1,,
2.55.44.111,מיקום למיחזור זכוכית וסוללות,0,0,1,,
85.64.44.182,,0,0,1,,
176.13.227.49,,0,0,1,,
174.209.68.57,,0,0,1,,
176.12.196.67,זיהום אויר,1,0,1,,
84.108.116.109,,0,0,1,,
213.57.201.80,,0,0,1,,
213.8.158.27,הכבישים,0,0,1,,
193.248.47.63,ניקוז מים,0,0,1,,
77.138.78.149,,0,0,1,,
213.151.42.3,עוד ועוד בניינים שנבנים ופחות יכולת לנשום אוויר נקי,1,0,1,,
182.232.39.230,"מפעלי בתי זיקוק, זיהום אוויר בצורה מחרידה. / מבדיקות באזור גילו שאזורים שלמי חולים בסרטן בעקבות זיהומי אוויר ממפעלים אלו",1,0,1,,
84.108.85.49,,0,0,1,,
79.179.50.25,אנטנות סלוריות,0,0,1,,
89.138.100.208,,0,0,1,,
109.186.29.137,,0,0,1,,
213.57.196.225,זיהום אוויר,1,0,1,,
84.111.110.53,כלי רכב,0,0,1,,
2.53.42.9,,0,0,1,,
46.19.86.1,,0,0,1,,
84.108.144.20,,0,0,1,,
109.186.188.229,"זיהום אוויר, הרס חלקות הטבע האחרונות שבאיזור",1,0,1,,
109.67.130.209,,0,0,1,,
46.120.32.229,כבישים,0,0,1,,
185.32.179.181,שהניקוז לא מספיק טוב ולכן יש הרבה שיטפונות והשגרה נעשית קשה יותר,0,0,1,,
46.120.61.142,תנועה ,0,0,1,,
79.183.34.64,,0,0,1,,
2.55.55.161,,0,0,1,,
185.149.255.41,,0,0,1,,
5.102.216.149,זיהום אויר,1,0,1,,
37.46.39.222,מחסור בתשתיות,0,0,1,,
77.125.39.115,,0,0,1,,
93.172.41.29,"בז""ן ושאר המפעלים באזור מפרץ חיפה",1,0,1,,
77.138.72.233,,0,0,1,,
46.120.202.23,,0,0,1,,
5.102.213.219,בסדר,0,0,1,,
79.176.78.17,בתי הזיקוק,1,0,1,,
37.26.148.234,כבישים!,0,0,1,,
5.29.178.62,,0,0,1,,
79.176.92.114,אלימות,0,0,1,,
2.53.187.47,,0,0,1,,
141.226.180.198,,0,0,1,,
77.138.141.192,זיהום אוויר,1,0,1,,
77.125.36.206,,0,0,1,,
176.12.201.166,,0,0,1,,
79.180.37.145,זיהום אוויר,1,0,1,,
46.120.204.6,,0,0,1,,
217.132.15.129,,0,0,1,,
109.186.97.156,לכלוך וריחות,0,0,1,,
79.179.68.117,כמות הולכת וגוברת של אמצעי תחבורה לעומת צמחיה,0,0,1,,
77.138.60.50,"זיהום האוויר הנובע מבתי הזיקוק בחיפה. הדבר מתבטא בריח חריף, לעיתים צריבות בעיניים ותחושת מחנק הגורמת לכאבי ראש, סחרחורות וכד'.",1,0,1,,
77.125.132.121,,0,0,1,,
37.142.4.245,,0,0,1,,
85.64.246.115,חזירים,0,0,1,,
87.69.182.112,פליטת עשן כלי רכב בעיר ובסביבתה.,1,0,1,,
77.138.152.39,,0,0,1,,
5.102.254.174,זיהום,0,0,1,,
109.186.105.148,,0,0,1,,
85.64.49.142,הזיהום מהמרפץ,0,0,1,,
2.55.159.96,,0,0,1,,
77.138.61.213,הבנייה הצפופה וחוזר חמצן באוויר,0,0,1,,
37.46.38.74,,0,0,1,,
141.226.174.60,זיהום האוויר ,1,0,1,,
109.186.80.32,,0,0,1,,
46.117.245.92,מחזור,0,1,1,,
213.57.199.93,,0,0,1,,
77.139.104.86,ההתחממות הגלובלית,0,0,1,,
46.19.85.148,,0,0,1,,
80.246.133.124,בתי הזיקוק,1,0,1,,
93.172.18.26,,0,0,1,,
79.176.145.59,זיהום אויר ,1,0,1,,
89.139.120.40,,0,0,1,,
80.246.136.181,בתי זיקוק,1,0,1,,
85.64.134.243,זיהום אויר באזור מפרץ חיפה,1,0,1,,
84.229.28.109,,0,0,1,,
77.138.137.42,,0,0,1,,
77.138.150.77,בזן,1,0,1,,
141.226.162.178,,0,0,1,,
24.193.9.94,צואת כלבים ותשתית גרועה,0,0,1,,
37.142.171.15,,0,0,1,,
46.121.137.76,תאונות הדרכים,0,0,1,,
141.226.88.245,בתי זיקוק / מיכלי אמוניה,1,0,1,,
46.19.85.116,,0,0,1,,
46.19.85.44,סביבה,0,0,1,,
46.19.86.199,,0,0,1,,
37.46.38.105,,0,0,1,,
132.68.53.173,בתי זיקוק,1,0,1,,
79.176.191.43,,0,0,1,,
212.143.43.94,נמל בתי זיקוק,1,0,1,,
109.65.19.67,המון אויר מזוהם מהמפעלים בפרט באיזורי מגורים הפונים אל המפרץ ,1,0,1,,
199.203.251.74,,0,0,1,,
77.138.151.78,"לדעתי,הבעיה הסביבתית המטרידה ביותר באזור מגוריי היא זיהום האוויר,הן מתחבורה והן ממפעלים המזהמים את הים,היבשה והאוויר.",1,0,1,,
82.166.232.129,חיפה כמיכלים בתי זיקוק דשנים,1,0,1,,
82.102.135.94,,0,0,1,,
2.55.40.177,זיהום אוויר,1,0,1,,
81.218.168.53,זיהום,1,0,1,,
109.64.105.130,זיהום אוויר והחופים,1,0,1,,
37.142.164.21,בתי הזיקוק והמפעלים המזהמים במפרץ חיפה,1,0,1,,
109.64.5.182,לא יודעת,0,0,1,,
31.154.68.1,זיהום אויר,1,0,1,,
213.57.246.115,,0,0,1,,
46.19.86.235,,0,0,1,,
77.125.56.5,,0,0,1,,
46.19.86.223,,0,0,1,,
2.53.7.79,זיהום אוויר,1,0,1,,
31.154.68.1,יתושים מזיקים מהנחל,0,0,1,,
77.138.50.87,,0,0,1,,
2.53.47.4,,0,0,1,,
87.69.92.6,זיהום אויר / ים מלוכלך,1,0,1,,
77.126.42.100,,0,0,1,,
213.151.56.3,,0,0,1,,
93.173.5.146,זיהום אוויר חיפה כימיקלים,1,0,1,,
2.55.176.73,,0,0,1,,
91.199.69.254,חנייה ,0,0,1,,
192.116.190.142,"פחי זבל, כלבים משוטטים, אין כלל פיקוח על צואה של כלבים.",0,0,1,,
62.90.100.59,בתי זיקוק,1,0,1,,
77.139.226.252,,0,0,1,,
82.80.144.45,,0,0,1,,
83.130.142.166,אין פארקים. אין מקומות לטייל עם ילדים קטנים ולשבת לעשות פיקניק.  / ,0,0,1,,
109.64.129.20,אי שימור חוף פלמחים וזיהומו,0,0,1,,
46.19.86.145,,0,0,0,,
193.43.245.250,,0,0,0,,
192.115.83.5,שכונה ורעש,0,0,0,,
93.172.74.175,,0,0,0,,
212.68.132.25,,0,0,0,,
109.66.19.20,,0,0,0,,
84.109.233.207,אין מספיק מקומות חינוך,0,0,0,,
85.250.134.216,מצוקת חניה כך שהמכוניות חונות על הדרכה והולכי רגל על הכביש / ,0,0,0,,
37.26.146.161,,0,0,0,,
62.90.160.66,,0,0,0,,
89.237.115.60,,0,0,0,,
77.125.40.26,,0,0,0,,
213.151.57.174,בנייה עתידית בסירקין,0,0,0,,
176.13.14.203,.,0,0,0,,
80.246.139.55,,0,0,0,,
87.70.148.48,,0,0,0,,
82.81.3.65,,0,0,0,,
46.19.86.1,,0,0,0,,
37.142.167.117,,0,0,0,,
109.65.104.212,,0,0,0,,
176.13.238.17,,0,0,0,,
176.13.232.126,,0,0,0,,
37.19.115.4,,0,0,0,,
80.246.139.193,,0,0,0,,
212.235.113.197,,0,0,0,,
79.183.54.233,,0,0,0,,
37.142.161.31,,0,0,0,,
82.166.53.53,,0,0,0,,
109.186.155.166,"באזור מגורי יש המון ברחשים, ויטושים רבים.",0,0,0,,
185.32.179.73,,0,0,0,,
80.246.139.140,,0,0,0,,
95.86.99.251,התקרבות בניני המגורים לסביבת תעשייה והיחשפות האוכלוסייה עקב כך למפגעי בטיחות של רעלים וחומרים מסכני חיים. / תשתית כבישים ישנה ולא מתוחזקת.,0,0,0,,
141.226.88.61,,0,0,0,,
176.12.141.1,,0,0,0,,
213.57.240.125,,0,0,0,,
80.246.130.158,,0,0,0,,
46.19.86.145,,0,0,0,,
2.55.8.205,,0,0,0,,
37.26.146.183,,0,0,0,,
77.138.58.8,,0,0,0,,
2.55.26.237,,0,0,0,,
46.19.85.33,,0,0,0,,
84.109.12.97,,0,0,0,,
109.66.128.215,,0,0,0,,
176.13.248.221,,0,0,0,,
212.199.63.158,,0,0,0,,
2.53.187.119,,0,0,0,,
217.132.97.142,,0,0,0,,
84.229.83.154,,0,0,0,,
46.116.4.26,,0,0,0,,
212.235.55.32,,0,0,0,,
5.29.155.55,זיהום אוויר,1,0,1,,
84.108.251.139,,0,0,1,,
84.229.243.190,,0,0,1,,
192.114.105.254,"יותר חברתית - אלימות מזעזעת בתי הספר / אבל כבישים , ויותר השקעה בשדרות בחיצוניות של העיר .",0,0,1,,
77.127.139.198,,0,0,1,,
89.139.136.211,,0,0,1,,
132.68.145.76,,0,0,1,,
31.210.187.221,שאין בתי ספר,0,0,1,,
37.142.0.89,,0,0,1,,
79.176.33.200,בתי זיקוק,1,0,1,,
213.8.63.3,זיהום אויר מאיזור תעשייה,1,0,1,,
94.188.139.79,המפעלים הפטרוכימים,1,0,1,,
2.53.9.107,,0,0,1,,
84.229.62.31,"מיכלי אמוניה, מפעלים ",1,0,1,,
46.117.171.46,מפרץ חיפה,0,0,1,,
134.191.232.69,מפעלים,0,0,1,,
46.19.85.26,,0,0,1,,
132.69.195.97,"שהעיר מתחרדת, אין אפשרות לפתוח עסקי בילוי בשבת, הנוער החילוני מקבל תקציב דל יותר מהנוער הדתי, לעשות פעילויות רחבות יותר לנוער החילוני ולהשקיע בלמידה שלו יותר ובגיוס לצהל. / הדגש בקרית אתא הוא יותר ברחובות שסביב המגורים של ראש העיר וסביב המגורים של הדתיים ופחות של החילוניים.",0,0,1,,
190.237.183.57,,0,0,1,,
2.55.15.139,זיהום אןויר,1,0,1,,
5.29.155.138,,0,0,1,,
2.55.6.7,,0,0,1,,
79.180.127.196,חוסר ניקיון,0,0,1,,
46.19.86.120,,0,0,1,,
213.57.251.116,,0,0,1,,
132.69.194.94,,0,0,1,,
2.55.51.1,,0,0,1,,
84.109.13.101,זיהום,1,0,1,,
88.203.252.101,זיהום אויר ורעש,1,0,1,,
84.111.14.247,,0,0,1,,
2.53.188.217,ניקיון,0,0,1,,
77.125.79.159,היעדר מחזור,0,1,1,,
2.53.167.218,,0,0,1,,
37.142.137.136,,0,0,1,,
141.226.178.78,רעש וקרינה ,0,0,1,,
79.182.124.78,,0,0,1,,
79.177.103.136,,0,0,1,,
79.179.34.24,לא מכירה בעיה ספציפית,0,0,1,,
46.121.139.223,,0,0,1,,
77.138.154.5,"אני גר בצמוד לבית חולים בני ציון. מתלוננים הדיירים שגרים בסביבה על: רעש מכיוון מזגני האוויר של בית החולים, חנייה בעייתית באיזור, ריחות ועשן ממתקנים לא מזוהים (על-ידי הדיירים) הקיימים במתחם בית החולים.",0,0,1,,
84.229.70.99,,0,0,1,,
31.154.51.193,תחבורה ציבורית מרובה,0,0,1,,
77.138.156.227,הבתי זיקוק,0,0,1,,
37.26.148.160,זיהום אויר,1,0,1,,
62.219.214.42,זיהום אויר מכל הסביבה ,1,0,1,,
46.19.85.170,כבישים . חוסר נקיון,0,0,1,,
141.226.5.57,,0,0,1,,
2.55.50.100,"אזור התעשייה ונמל חיפה, אין נגישות לפחי מיחזור שונים, אין עידוד לחשיבות הדאגה לסביבה. באופן כללי, אין הבנה שדאגה לאיכות הסביבה זה לא רק המפעלים באזור, אלא המון דברים שכל אדם יכול לבצע בביתו.",0,1,1,,
2.53.42.237,המון בנייה ואין השקעה בסביבה כמו גינון מדרכות,0,0,1,,
2.53.24.235,אין מספיק גינות ציבוריות במרכז העיר,0,0,1,,
212.235.56.185,,0,0,1,,
79.177.191.183,פקקים ומפעלים שנמצאים קרוב לשכונות מגורים,0,0,1,,
80.246.130.91,ערבים,0,0,1,,
31.168.88.180,מתגוררת ליד תחנה קטנה אך מרכזית שך אוטובוסים המון ליכלוך וזיהום אויר,0,0,1,,
83.130.80.6,זיהום האוויר ,1,0,1,,
79.180.109.59,בתי הזיקוק ומיכלי האמוניה,1,0,1,,
5.29.155.42,,0,0,1,,
176.12.210.49,,0,0,1,,
2.55.45.149,מיכל האמוניה,0,0,1,,
84.95.35.172,,0,0,1,,
77.139.227.227,עומס תנועה ,0,0,1,,
89.139.215.184,יותר מידי כבישים,0,0,1,,
79.177.182.232,,0,0,1,,
77.138.158.221,,0,0,1,,
176.12.221.18,זיהום אוויר,1,0,1,,
2.53.26.3,,0,0,1,,
176.12.198.85,,0,0,1,,
89.139.162.157,,0,0,1,,
185.32.176.14,,0,0,1,,
2.53.138.255,"אין מספיק פחי מחזור, יתושים",0,1,1,,
31.154.19.5,אזור התעשייה שליד נווה גנים,0,0,1,,
2.53.179.163,גבוהה,0,0,1,,
192.114.105.254,זיהום אוויר מבתי הזיקוק,1,0,1,,
79.182.6.126,,0,0,1,,
46.19.86.112,,0,0,1,,
37.26.149.220,,0,0,1,,
176.228.220.22,זיהום אוויר,1,0,1,,
37.142.160.201,,0,0,1,,
46.19.86.222,,0,0,1,,
46.120.17.123,לא יודעת,0,0,1,,
37.26.149.132,זיהום אוויר ותשתיות לקויות,1,0,1,,
79.183.105.26,ריח,0,0,1,,
93.173.20.171,,0,0,1,,
141.226.232.53,,0,0,1,,
80.246.133.19,,0,0,1,,
84.94.223.15,בתי הזיקוק,1,0,1,,
77.126.65.5,,0,0,1,,
2.55.63.34,לא הבנתי ככ את השאלה,0,0,1,,
77.127.183.144,,0,0,1,,
82.80.248.128,,0,0,1,,
31.168.159.205,,0,0,1,,
77.127.6.25,זיהום  האוויר,1,0,1,,
85.64.36.78,מצב הכבישים גרוע. בהרבה אזורים איכות האויר לא בריאה. אין עכיפת חוקים.,0,0,1,,
2.55.28.231,,0,0,1,,
87.69.129.59,אין פיקוח על הרעש במיוחד בשעות הלילה.  / ומיכלי האמוניה מדאיגים אותי מאוד.,0,0,1,,
31.154.54.179,,0,0,1,,
141.226.172.252,זיהום אוויר מבנייה,1,0,1,,
46.19.85.72,,0,0,1,,
176.13.19.108,זיהום אויר בעיקר מבתי הזיקוק וסכנת מיכלי האמוניה,1,0,1,,
77.127.99.250,בתי הזיקוק וכל המתקנים מסביב.,1,0,1,,
62.219.33.46,"אין משהו ספציפי שאפשר להגיד אליו בקרית מוצקין, העיר מתוחזקת ברמה גבוהה",0,0,1,,
85.64.124.83,חיפה כימיקלים / בזן / ,1,0,1,,
89.139.219.61,,0,0,1,,
79.177.24.182,,0,0,1,,
77.138.77.136,פשעים וסמים,0,0,1,,
37.26.146.182,,0,0,1,,
109.186.40.126,המפעלים באזור המפרץ,1,0,1,,
212.235.111.188,המפעלים במפרץ חיפה,1,0,1,,
37.26.146.241,זיהום אוויר,1,0,1,,
176.228.145.43,,0,0,1,,
77.138.154.48,זיהום אוויר ממפעלים במפרץ חיפה ,1,0,1,,
79.179.169.209,"זיהום אוויר, פסולת, צורה של כלבים.",1,0,1,,
46.19.85.247,,0,0,1,,
2.55.148.158,,0,0,1,,
2.55.180.38,,0,0,1,,
185.32.176.125,לא,0,0,1,,
176.12.197.57,,0,0,1,,
176.12.148.73,זיהום אויר,1,0,1,,
93.172.43.171,מפעלים פטרוכימיים חוות מיכלים,0,0,1,,
109.186.26.190,,0,0,1,,
89.139.167.242,,0,0,1,,
176.13.227.200,,0,0,1,,
37.26.148.137,זיהום אויר,1,0,1,,
46.19.85.162,,0,0,1,,
46.120.18.22,,0,0,1,,
141.226.179.188,צפיפות במוסדות חינוך,0,0,1,,
77.138.55.64,בתי זיקוק,1,0,1,,
109.253.151.248,,0,0,1,,
2.53.29.147,,0,0,1,,
37.142.0.19,"לכלוך, זיהום אוויר וסביבה",0,0,1,,
79.181.114.15,,0,0,1,,
37.26.148.214,זיהום אוויר,1,0,1,,
77.138.55.48,"איכות החיים,נקיון הסביבה",0,0,1,,
94.188.139.80,,0,0,1,,
79.179.46.131,,0,0,1,,
141.226.217.142,,0,0,1,,
213.57.244.95,בתי זיקוק ,1,0,1,,
79.177.42.23,,0,0,1,,
2.53.1.35,אין לי מושג אמיתי,0,0,1,,
93.172.30.216,,0,0,1,,
77.138.156.120,,0,0,1,,
95.86.111.182,הזיהום מבתי הזיקוק,1,0,1,,
77.138.55.48,,0,0,1,,
84.94.163.121,צפיפות ואני זיהום אויר ,1,0,1,,
89.138.189.101,חוסר תרבות סביבתית של התושבים,0,0,1,,
217.132.176.40,,0,0,1,,
2.53.166.229,,0,0,1,,
77.126.102.54,,0,0,1,,
212.179.33.62,,0,0,1,,
2.53.50.93,מפעלים באזור מפרץ חיפה,1,0,1,,
77.138.66.0,אשפה,0,0,1,,
5.29.191.156,זיהום האוויר במפרץ,1,0,1,,
176.12.150.106,,0,0,1,,
2.55.149.79,,0,0,1,,
77.138.86.255,,0,0,1,,
207.232.46.209,,0,0,1,,
82.80.131.234,בתי זיקוק,1,0,1,,
77.138.67.204,יש לטפל בבעיית עצים גבוהה וישנים אשר נופלים מהעצים ענפים גדולים שמהווים סכנה גדולה הן לבני אדם והן לרכוש,0,0,1,,
185.120.126.144,,0,0,1,,
217.132.60.180,,0,0,1,,
